mRNA/gene pair,Ensembl IDs,Caov3,COV362,TYK-nu,OVCAR-4,SNU-119,FU-OV-1,IGROV-1,HEY A8,JHOS-2,NIHOVCAR3,OV56 ,OVSAHO,RMUG-S,OV-90,A2780,KURAMOCHI,OVCAR-8
CDKN2AIP,ENSG00000143891,2846.93,2970.37,1523.34,1910.78,7814.87,3980.68,5929.98,1669.11,1283.53,4513.59,2479.26,2198.44,2475.3,3754.14,2265.55,2783.05,1650.08
GLIPR2,ENSG00000089818,553.45,350.353,326.119,418.556,141.778,1088.66,507.908,226.451,119.111,214.056,80.1217,1342.66,159.369,173.256,407.703,1638.53,239.403
LYPLAL1,ENSG00000110917,1374.85,293.213,802.439,167.336,112.82,189.204,712.776,96.8098,14.6752,19.3624,4.8276,50.2654,321.884,434.137,91.068,207.126,255.344
DSN1,ENSG00000144036,566.377,540.25,1214.15,106.426,1777.15,844.071,1582.49,1658.6,465.156,1095.37,1425.38,715.168,932.607,887.335,1570.41,2521.99,903.811
ANKMY2,ENSG00000138190,807.088,781.867,1558.69,129.17,943.065,1305.15,990.829,814.748,1230.33,649.2,464.081,374.553,1525.59,657.789,774.096,260.612,774.723
NOL3,ENSG00000168090,1113.99,279.329,70.1758,202.498,75.3859,30.1429,88.3436,164.643,576.886,111.125,114.065,41.1352,414.514,91.7157,72.5161,21.2043,882.813
TOMM40,ENSG00000166181,3698.96,2911.68,3368.4,3551.21,3361.63,10121.1,3802.55,3558.64,1281.06,2212.9,2809.09,1767.45,1692.29,4571.12,4997.54,3762.46,2205.03
GALM,ENSG00000165806,1949.19,124.248,956.954,191.876,721.995,305.75,237.484,478.839,151.083,143.333,166.891,143.631,324.94,402.514,933.581,176.772,796.159
NECAP1,ENSG00000116604,320.17,584.176,1054.76,302.057,373.908,805.188,959.382,2514.88,1059.69,543.271,296.718,83.5663,633.107,728.518,1744.08,188.745,768.873
MLEC,ENSG00000135932,4423.52,2160.07,2802,2963.2,2485.27,3184.09,6590.64,1662.76,1072.33,1788.18,1129.04,930.86,3276.25,2676.25,1802.31,3653.7,992.85
EXOC6B,ENSG00000108559,909.197,180.269,1068.09,738.291,1450.93,633.122,2691.74,1572,2162.37,529.629,1087.28,133.036,3588.68,2330.37,916.821,517.065,126.969
EXOC6,ENSG00000161203,1093.55,362.6,1676.67,247.271,872.116,177.698,1037.22,1337.99,148.478,105.329,123.908,104.637,213.874,696.547,531.306,221.897,257.098
COPS6,ENSG00000152242,1619.25,1212.02,2323.57,984.317,773.26,1128.28,885.41,1829.88,1231.41,948.327,1296.24,509.803,950.415,1028.88,1488.99,356.239,1017.19
API5,ENSG00000099956,5103.37,2703.83,5089.41,2970.24,3539.43,2895.41,5646.34,2904.25,3712.09,4291.17,2511.64,1741.57,1709.73,2626.27,6886.54,3592.45,2767.61
CASP7,ENSG00000148634,2165.13,1347.29,1553.49,607.86,133.853,198.716,205.598,1829.32,1089.45,947.606,1170.41,119.459,760.084,300.289,1581.1,77.5947,2356.25
MEF2D,ENSG00000105618,461.197,1245.57,1596.61,129.602,114.171,234.728,325.046,1075.18,386.984,230.638,153.493,262.968,370.179,147.063,982.113,728.158,307.894
CAB39,ENSG00000171241,2330.37,1280.16,4403.7,707.276,2251.53,744.162,1081.29,3374.32,2328.67,472.807,837.005,397.059,1442.94,1217.91,1353.86,625.874,1165.39
NUP88,ENSG00000077254,2147.52,2186.71,3269.71,1668.19,4563.63,3475.71,3633.55,2454.15,873.562,1006.69,1870.17,1767.99,2264.79,2208.41,2669.7,4940.85,1731.42
AP2M1,ENSG00000134574,3964.86,2011.6,4906.95,4881.14,5007.29,1726.42,5271.16,2572.17,3907.04,1603.56,2294.58,753.213,4097.25,3791.83,4045.73,1807.21,1286.79
C18orf25,ENSG00000114742,804.888,231.074,790.599,655.749,381.702,139.358,638.229,583.472,724.384,986.434,410.844,168.417,155.298,241.94,1577.09,267.953,818.78
SMARCB1,ENSG00000108061,778.045,678.312,709.397,870.392,680.083,1456.72,1618.84,1086.98,758.743,1329.63,379.971,773.679,687.274,930.604,204.565,831.14,777.306
HERC4,ENSG00000159216,4139.86,436.779,3190.07,935.962,1107.28,418.798,1291.03,5254.69,4185.05,1180.56,1195.41,212.455,2686.69,940.282,999.691,258.621,1115.77
PRPF31,ENSG00000182809,3179.69,1223.17,3043.5,1307.53,1716.57,1785.8,2632.51,1462.22,1805.59,5219.82,1539.97,668.604,2689.76,2721.13,2344.31,1400.93,1030.12
SHCBP1,ENSG00000167900,708.549,700.388,1620.17,1427.56,547.563,514.653,188.309,216.645,272.637,417.816,1039,289.392,609.742,552.218,171.428,352.316,493.855
USP33,ENSG00000139990,1287.32,306.637,886.304,524.388,940.249,270.241,735.615,498.028,510.638,706.927,282.942,542.795,635.126,1035.14,381.02,1572.74,373.636
DDB2,ENSG00000089248,1144.03,1016.97,900.891,122.086,596.144,146.304,1544.15,2953.66,501.886,667.142,204.732,59.1288,2357.1,191.307,760.486,325.08,215.336
WDR48,ENSG00000159921,990.751,982.361,758.933,449.521,1102.93,2551.95,1455.82,1593.7,2073.52,1929.77,581.628,367.397,1159.47,804.63,953.109,905.643,1293.53
SHOC2,ENSG00000181991,475.902,350.208,519.148,243.691,232.742,185.939,1273.58,1469.76,970.001,1179.57,786.173,166.977,952.112,531.333,226.611,66.2605,368.376
RUNX1,ENSG00000139168,426.939,297.249,206.174,198.31,1575.04,88.6008,208.128,822.334,1003.07,1042.07,330.815,33.9543,483.458,4462.43,130.514,180.597,659.708
CRIP2,ENSG00000125246,1409.17,583.731,774.936,1336.45,716.111,331.967,256.115,2029.25,888.791,1787.73,121.064,648.725,489.701,156.473,536.987,1786.7,2193.7
TK1,ENSG00000169762,2116.17,1179.37,1283.78,860.184,268.165,1219.06,1215.89,429.364,825.6,1176.24,205.577,81.5975,346.2,772.382,504.86,137.931,2508.07
DCAF5,ENSG00000118705,88.9514,56.8949,83.4503,62.8445,792.37,320.925,592.642,499.878,1154.89,1459.7,572.365,217.709,1292.45,419.657,205.937,84.743,395.055
ERP29,ENSG00000110031,7303.06,9146.64,4222.55,3934.02,2764.14,2764.07,13644.1,3827.69,4703.72,9389.2,3953.54,2694.38,6034.2,8248.87,6564.84,2771.74,7607.46
GNE,ENSG00000174915,1910.78,886.18,2364.13,813.44,236.74,478.057,718.618,1054.7,855.253,344.949,1525.91,60.4506,402.801,493.842,1766.62,258.792,340.38
MRPS11,ENSG00000135678,418.78,945.307,771.075,646.433,700.662,1929.24,2160.98,905.22,675.955,907.797,276.456,1144.37,853.556,1097.3,650.717,1070.75,748.757
ZCRB1,ENSG00000185963,215.86,28.1324,345.394,280.606,749.939,218.807,659.303,153.097,413.482,540.2,10.6519,64.7287,327.909,424.898,279.661,384.669,321.848
CLYBL,ENSG00000151746,497.275,383.46,638.582,170.488,1566.54,1062.61,1598.13,2923.13,159.412,541.908,684.195,3014.79,138.54,659.736,613.137,1482.3,569.616
TAPT1,ENSG00000161888,341.857,51.5244,233.892,355.07,870.852,178.047,294.969,164.778,548.984,634.961,288.362,119.252,490.876,46.6562,416.835,665.602,83.231
RPN2,ENSG00000163931,3668.2,3261.11,5389.07,4953.44,3018.36,1830.56,5604.8,3737.69,3255.22,3118.86,3979.08,1572.43,4229.94,6793.83,1969.92,3778.63,2235.27
LPXN,ENSG00000159685,343.116,190.536,612.597,40.7148,34.7231,3.03977,2.66925,240.916,322.086,363.049,82.5653,759.209,553.592,189.241,38.5987,10.4522,92.0681
PTDSS2,ENSG00000116337,333.238,108.823,521.202,262.376,387.028,156.193,456.392,27.7943,206.306,151.866,381.681,130.802,591.332,303.659,182.707,356.024,239.441
CPM,ENSG00000137804,403.798,497.506,3577.76,1841.99,735.077,587.276,1840.32,318.377,733.38,2349.21,1996.51,100.038,1085.11,235.341,247.528,568.884,77.0667
BICD2,ENSG00000085998,1596.16,1099.68,1535.4,739.557,583.697,1857.04,1369.93,2769.42,1602.26,1019,1460.19,372.387,2232.11,1542.56,1390.63,498.907,2597.8
BICD1,ENSG00000169045,374.767,439.662,513.925,86.5191,431.461,683.131,382.308,1639.98,861.883,1317.05,1140.02,256.034,1084.24,1192.3,773.2,885.792,489.687
SPC24,ENSG00000096746,775.784,791.51,1273.47,407.579,1288.3,843.18,225.578,1554.99,1126.04,312.618,334.976,112.61,253.687,424.173,898.179,200.325,2217.09
TKT,ENSG00000126945,14502.6,17178.3,9164.74,12285.7,11282.3,5299.91,17394.8,4953.99,5246.85,2485.94,7636.05,443.346,12983.4,4192.93,9978.11,3832.21,5583.69
CHCHD6,ENSG00000169813,515.148,91.2285,94.6664,498.47,1615.54,1334.23,1990.99,2063.48,275.737,1556.27,844.498,695.467,887.209,763.472,849.256,329.152,1571.69
AMPD2,ENSG00000162702,1490.81,1245.1,6950.92,534.284,2008.68,1011.91,1278.57,2657.61,1819.22,698.812,1705.06,492.19,1631.29,1169.82,2735.19,890.733,730.198
NUSAP1,ENSG00000160679,1266.36,1177.42,1814.17,780.347,2251.86,3344.49,582.03,292.161,178.023,987.278,525.171,218.622,214.979,541.638,715.469,1680.33,1129.33
POMGNT1,ENSG00000141741,872.212,200.749,436.139,540.212,1307.16,459.445,300.054,74.921,343.244,330.435,123.887,240.3,953.62,672.04,611.044,1463.36,40.0718
HNRNPH1,ENSG00000134882,7812.31,3179,4216.35,3294.59,5688.08,5683.93,7635.68,5815.29,5812.12,12444,3672.39,4715.06,2382.94,11784.1,4682.56,8416.47,3962.67
HNRNPH3,ENSG00000148291,3445.88,3507.41,4271.37,2054.41,3997.85,8124.28,5474.4,4221.41,3783.76,6757.33,2247.24,3588.52,2615.07,4729.49,4556.41,4943.92,2483.47
HNRNPH2,ENSG00000132005,6685.61,4774.12,6604.41,3591.28,4966.4,12875.2,5546.09,5508.11,5273.13,7291.85,1807.95,3483.52,4353.7,5260.59,5408.52,6373.16,4727.23
HNRNPF,ENSG00000115457,7579.75,7094.48,6224.03,6366.59,5394.69,16162.4,15220.6,5719.97,3097.2,7584.55,3772.36,6164.44,3838.84,7285.14,7782.32,4402.24,8674.22
ZNF281,ENSG00000106853,603.41,701.835,1474.87,647.607,1140.43,900.12,1394.88,2338.03,496.104,1042.4,1007.71,718.17,310.286,570.413,1018.4,1250.92,1363.54
CHTOP,ENSG00000114480,1640.72,1708.18,1735.77,585.11,3191.31,1023.8,1752.48,500.82,864.268,1143.53,667.071,749.601,1202.68,2049.58,1253.41,758.745,283.171
MIEN1,ENSG00000137161,593.048,399.456,390.51,275.795,250.84,225.859,231.959,567.444,344.885,133.723,197.486,59.4557,119.072,332.192,871.162,191.71,718.255
UBAC2,ENSG00000160256,162.678,497.406,558.798,387.127,537.798,668.505,217.485,356.961,1101.02,1002.78,470.298,1371.75,1392.48,1636.19,537.29,433.222,297.086
SURF2,ENSG00000156273,560.575,410.568,662.225,461.292,746.258,292.364,598.933,318.451,324.459,397.798,289.671,254.028,467.663,472.709,1495.58,328.336,525.178
RFX1,ENSG00000151131,878.897,630.263,788.722,391.329,1897.83,303.51,564.646,1952.49,569.203,526.765,782.394,313.673,403.908,187.223,731.087,1678.97,558.866
IGFBP2,ENSG00000153048,91.2347,71.6662,325.003,156.861,964.835,794.155,791.369,3.37162,440.917,2372.12,173.16,1992.39,83.075,480.07,818.374,6178.34,111.548
PTGR1,ENSG00000104320,1524.7,3389.26,978.549,1015.78,907.428,230.944,793.201,3902.14,1885.27,1271.18,518.79,104.489,3907.67,4997.17,2248.01,198.91,706.297
GBE1,ENSG00000137770,4115.66,2336.22,3918.48,3800.02,531.6,389.945,779.173,3108.76,1183.93,255.437,968.815,143.652,2353.33,833.613,2019.96,462.327,1621.93
CNPY3,ENSG00000033327,2840.39,770.28,990.124,377.161,1390.15,1216.06,1198.87,976.736,382.366,846.932,159.257,1492.52,1060.77,839.4,1515.54,618.303,501.204
FAM207A,ENSG00000130429,258.319,602.673,583.19,965.151,666.075,429.932,728.421,938.364,491.652,1171.14,720.459,726.532,331.624,882.389,1118.83,230.262,1003.3
BACH1,ENSG00000155463,271.44,244.74,527.589,331.497,735.929,294.04,318.953,2566.69,818.928,1335.59,508.296,250.459,1666.14,2459.82,781.088,823.361,697.177
C12orf45,ENSG00000104763,436,411.567,671.919,494.923,336.323,375.228,744.011,1311.94,296.376,551.824,389.018,95.6612,566.475,590.954,1350.9,338.451,653.116
CARHSP1,ENSG00000120885,817.043,168.771,273.912,217.746,559.83,599.949,423.764,1277.73,1197.86,461.48,338.583,130.687,2239.29,1081.44,1118.78,324.889,4273.3
NBN,ENSG00000148908,3879.88,1883.43,3702.79,3032.01,3983.04,4212.05,1933.5,3306.93,1161.21,2108.22,3125.52,2467.27,1187.17,2183.52,4530.39,6870.54,2755.91
CTDSPL2,ENSG00000117505,2161.36,2369.36,1679.99,1381.36,2545.29,1136.23,1413.95,492.974,615.28,1653.26,908.648,898.897,645.068,1285.24,3053.92,1727.14,558.357
GAB2,ENSG00000048471,1540.65,963.093,174.917,78.0707,9.30451,217.417,676.478,683.29,528.439,3002.5,77.6786,335.374,1200.95,295.276,219.989,559.737,141.314
ARPC1B,ENSG00000132323,3158.78,2520.03,4174.86,1776.3,1971,1160,3093.85,1107.98,1366.62,1170.81,1347.32,848.398,2291.77,1068.58,823.539,1400.28,1352.92
OXA1L,ENSG00000149547,1102.97,652.602,1749.04,598.124,4361.51,1452.5,1337.56,945.767,504.172,673.061,951.975,1397.57,780.938,1210.58,3638.57,1994.58,1285.8
ASAH1,ENSG00000166801,4824.8,878.313,1442.91,2252.34,7012.01,1787.22,2506.29,858.689,1849.93,7102.48,1039.72,965.853,3383.2,1401.15,4065.64,1330.28,1956.45
CLU,ENSG00000162433,238.826,348.803,311.745,617.702,713.279,1294.94,2598.31,223.277,528.81,3453.87,496.338,850.264,2259.12,1009.98,481.06,314.788,71.6177
RGS10,ENSG00000101843,677.9,754.884,1194.63,381.562,403.025,1134.12,542.467,7628.19,351.409,593.913,163.354,133.22,380.136,237.243,924.468,174.655,2789.63
DR1,ENSG00000170142,611.186,229.281,384.209,414.321,207.549,187.672,618.92,1043.46,495.362,246.103,145.39,46.6988,83.38,165.367,1052.33,482.37,818.948
SNX29,ENSG00000182247,39.0777,64.4563,133.338,28.3727,46.6871,73.5701,307.642,360.806,192.752,136.867,620.437,91.2434,500.726,331.995,10.9696,62.9243,96.7023
ILKAP,ENSG00000175203,2466.67,941.301,3248.99,1011.51,1156.03,1010.93,1726.96,1598.81,645.619,1024.62,1048.33,252.467,1683.39,1956.42,2758.29,1664.43,3115.25
EI24,ENSG00000042286,152.924,326.199,999.309,262.013,358.219,932.443,2121.33,232.312,167.626,201.875,313.932,362.018,1600.4,229.717,422.434,787.466,53.6835
FAM111A,ENSG00000137413,982.803,967.967,253.169,226.704,4362.43,548.1,120.756,466.969,400.904,229.603,64.4259,233.105,610.442,333.84,1560.45,204.994,101.387
AK4,ENSG00000108010,3820.96,3501.1,2617.68,5465.7,541.271,2349,5716.85,5291.8,2494.56,2452.45,3008.67,5831.76,774.149,872.016,1295.27,4871.28,2296.89
PSMD10,ENSG00000101654,688.023,799.461,2338.11,513.6,534.027,511.544,231.829,2569.09,1410.03,670.291,433.215,134.625,1333,1129.47,560.001,263.026,1442.96
UBE2E1,ENSG00000138376,393.193,255.354,283.349,84.6951,35.2478,322.691,649.585,944.717,449.84,215.767,102.333,61.2618,81.3015,243.865,1972.97,194.18,231.746
UBE2E2,ENSG00000186834,626.258,644.691,871.471,191.465,511.562,169.583,494.043,1319.49,772.682,355.099,276.6,121.622,232.012,595.616,457.111,283.066,343.625
DCTN2,ENSG00000172409,5248.83,3405.72,4998.01,2605.82,1421.37,4155.96,1497.47,5407.66,2670.19,1306.94,1136.31,612.11,1566.91,1460.33,2017.67,628.348,7342.94
AIFM2,ENSG00000090339,2279.27,768.371,1395.61,176.782,150.941,237.504,13.6602,108.556,398.073,586.523,234.931,112.463,456.96,1177.92,165.238,407.922,94.0102
TAF8,ENSG00000109911,176.988,77.2403,376.748,52.1005,66.521,363.319,65.3859,377.067,339.254,576.477,739.989,266.931,391.014,410.776,348.46,46.5663,858.863
GLRX3,ENSG00000125821,8439.26,6100.48,5984.95,2266.23,2291.16,3910.41,1937.19,6982.01,1598.8,996.879,1868.52,1407.54,1189.68,3644.62,7930.02,1422.36,8796.92
RNMT,ENSG00000175110,2614.97,1107.09,3702.24,1139.11,4446.37,5715.15,3343.83,2108.51,1973.06,4219.73,492.573,1070.84,2337.44,3246.29,5278.46,2744.95,1247.89
BARD1,ENSG00000145388,296.144,180.947,541.934,296.42,742.788,1075.11,801.515,314.39,37.9481,41.4016,435.723,232.258,37.528,228.481,1644.68,948.336,172.185
CLP1,ENSG00000145882,935.663,895.422,1467.09,376.382,426.086,355.152,571.504,560.14,216.628,282.407,582.331,580.872,1305.96,593.172,195.684,360.66,173.128
ICAM1,ENSG00000136478,9747.94,751.14,743.979,4311.3,192.143,501.688,297.228,518.133,1170,461.234,219.623,61.381,246.929,761.548,126.538,619.103,3884.13
ELP4,ENSG00000127564,268.762,586.972,1281.23,38.1953,707.799,25.8812,242.321,1388.82,480.514,165.78,248.044,72.53,554.54,458.486,952.777,747.238,482.074
DTD1,ENSG00000159164,372.526,478.611,985.725,199.907,529.741,485.012,477.147,385.426,532.309,362.52,89.0037,185.464,288.279,323.393,1572.37,77.5908,682.061
MRPS22,ENSG00000132383,5468.39,3079.03,3991.75,3233.74,2537.04,3442.42,3538.91,3599.35,2196.76,5089.22,2009.41,2388.17,2923.94,3624.52,3705.76,3866.07,4886.01
METTL14,ENSG00000144524,282.375,271.584,386.653,415.839,1136.17,126.967,952.736,2226.89,563.632,1418.11,575.506,271.443,880.25,523.66,1040.87,399.2,2395.46
PCYOX1L,ENSG00000134001,490.758,124.465,204.115,327.224,504.097,398.741,605.066,165.614,177.253,241.274,240.165,64.1741,43.5511,115.323,570.261,192.672,254.558
TEX2,ENSG00000144895,1098.57,634.661,756.609,1292.22,2283.97,1841.53,513.76,344.472,1226.03,2495.06,851.841,662.466,2111.6,550.173,859.873,706.562,507.745
PKMYT1,ENSG00000041357,129.195,588.388,649.767,386.908,428.586,423.52,613.545,174.84,270,366.173,45.4181,44.7185,281.882,97.1325,207.02,644.434,250.635
SV2A,ENSG00000138231,122.671,121.532,140.695,197.722,26.4045,128.719,140.719,240.094,81.3261,324.093,157.132,53.5885,199.083,74.1905,411.529,89.0194,198.387
RPA1,ENSG00000136819,5110.46,3550.59,9870.6,2412.57,2124.62,3492.87,5216.05,2623.76,4150.96,3690.19,1810.02,971.911,2998.98,3886.13,5926.36,4573.58,4164.12
COPS7B,ENSG00000175895,1556.06,603.129,1591.2,118.523,573.727,460.971,579.89,698.256,1108.03,807.711,201.719,225.052,782.796,472.852,963.433,293.08,1036.75
EIF2A,ENSG00000103365,7365.66,2966.85,9507.3,1744.04,5233.62,1793.44,1914.32,6821.31,2641.29,2993.89,1890.93,701.812,2089.86,2155.74,4332.07,1887.41,2368.22
PSMA4,ENSG00000100083,4622.71,2971.31,3345.44,2553.82,1853.11,2529.92,1820.6,2489.19,2871.51,2440.58,2424.53,883.775,5378.35,4304.68,1499.68,1534.39,4227.46
DBR1,ENSG00000125447,1435.79,603.713,1807.41,1246.18,1274.62,537.555,901.077,752.741,1202.86,1921.1,1275.96,578.565,993.322,2081.64,968.992,666.071,744.581
C9orf78,ENSG00000132424,1454.1,1257.77,1329.74,681.378,625.628,582.956,1105.07,3121.92,1208.18,1536.67,494.932,369.205,671.395,1119.82,1373.62,1304.82,2520.31
PLEKHF2,ENSG00000119760,435.761,464.803,555.702,212.984,472.694,713.207,184.932,1234.73,499.559,664.045,217.834,96.0426,948.888,721.643,205.38,472.87,1106.67
GGA2,ENSG00000136930,712.13,1174.64,1311.55,746.869,1180.76,185.577,898.73,780.47,582.535,936.45,537.047,348.818,698.364,606.732,1057.28,382.645,753.687
GGA1,ENSG00000186416,854.563,309.303,714.823,739.992,1404.05,907.746,778.987,2172.52,1114.11,1042.49,484.061,577.898,1317.6,654.757,1012.83,442.943,1518.46
GGA3,ENSG00000105364,1627.46,656.838,286.744,260.021,1698.95,1569.07,1194.87,2302.45,785.004,1479.73,482.081,709.937,562.373,791.32,1176.39,375.844,1939.75
PNISR,ENSG00000135317,538.915,1093.33,1019.12,860.591,1269.05,3191.05,1981.32,714.582,703.581,827.346,722.576,836.588,601.628,553.027,4002.75,1981.15,338.101
SUPT7L,ENSG00000117758,113.925,209.561,234.281,155.075,475.779,189.986,25.2367,92.0148,283.252,478.327,129.893,189.409,63.6875,479.587,423.689,169.233,120.15
PSMB7,ENSG00000102738,2800.93,2161.44,4379.51,1405.56,1536.14,1461.08,2948.86,4011.27,2608.39,2629.58,1004.94,428.892,1202.25,1923.65,2504.1,1793.09,5700.64
NKRF,ENSG00000141198,1667.95,1934.11,5161.42,2029.09,5618.5,1763.51,2862.98,2109.88,2102.05,3687.14,1385.52,3094.06,2814.21,2531.48,3448.06,2961.05,1014.74
MRPL4,ENSG00000160193,1347.35,2340.33,2705,1702.72,1582.57,818.345,1905.39,1269.94,1190.95,1973.18,641.29,651.193,524.142,1305.52,1195.46,1450.61,608.436
SNX14,ENSG00000138078,932.341,202.795,928.645,253.684,1879.72,245.865,642.143,463.211,494.126,522.728,269.035,114.775,352.108,1104.05,136.022,323.097,608.81
STX12,ENSG00000100784,824.186,409.126,1443.71,816.555,1348.03,238.728,1706.54,489.189,386.502,333.327,369.812,278.46,587.392,1850.01,1532.54,1477.5,610.273
MRPS31,ENSG00000162302,2638.11,1249.1,1163.88,2103.8,2810.38,2055.6,3681.56,3520.92,2154.27,3264.51,1542.11,1688.69,2332.32,2124.28,1962.67,4364.91,2003.16
TOM1L1,ENSG00000083750,1232.84,448.308,555.708,160.289,531.146,242.772,258.928,701.294,514.983,593.788,236.988,45.1288,585.065,153.741,818.732,139.39,366.383
WDR4,ENSG00000106785,672.008,962.394,1269.77,358.562,670.608,104.584,665.455,620.882,139.454,177.806,382.981,12.5479,638.962,126.525,677.535,296.191,346.725
PREPL,ENSG00000115942,1083.68,823.867,1155.09,940.8,1422.45,476.91,488.852,1603.86,1503.51,856.897,526.308,404.522,1225.92,1071.26,1904.94,785.394,544.864
RPS6KA5,ENSG00000151500,700.316,337.046,1513.05,219.551,148.166,184.502,433.221,487.518,869.141,450.489,833.992,43.173,893.078,170.495,560.684,288.585,147.964
RPS6KA4,ENSG00000141560,402.979,681.614,2339.57,101.46,340.336,221.017,283.986,1157.77,638.969,376.218,600.792,125.73,744.415,443.609,180.295,351.801,36.1655
RRAGB,ENSG00000100580,1054.75,797.146,1132.39,950.48,1478.83,471.531,598.249,339.387,600.48,524.267,791.301,269.951,726.575,481.733,2948.72,484.669,340.301
TRIM14,ENSG00000124383,81.3405,297.921,275.277,65.6887,161.855,168.118,239.386,489.086,157.835,153.785,426.991,143.422,402.1,112.109,174.088,211.139,58.025
ORC2,ENSG00000099250,580.134,814.105,1860.29,965.144,1107.29,1127.55,1944.75,1064.46,635.087,1287.97,882.7,542.644,723.523,1129.82,1702.14,2091.04,751.757
THYN1,ENSG00000155189,1555.79,1798.6,4168.02,2560.55,1246.28,2143.59,1894.91,2824.96,1209.35,1287.56,1138.87,726.486,366.552,1129.76,2886.74,1724.22,1801.02
FN3KRP,ENSG00000122203,942.064,476.054,1021.36,665.706,184.274,1506.08,682.359,1046.9,1665.74,260.179,308.621,264.968,903.989,1388.02,709.641,147.187,503.029
TMED8,ENSG00000145736,319.194,135.367,239.878,172.087,180.888,204.796,154.433,466.196,206.61,249.582,159.75,41.7203,89.3741,509.361,586.357,71.9235,489.217
MPHOSPH10,ENSG00000107262,1881.79,1460.84,2573.18,1825.72,1705.27,4099.74,3837.18,4321.53,1322.38,2919.81,974.69,980.868,1422.41,2006.85,3192.78,2851.27,2687.35
NRP1,ENSG00000118508,715.243,962.005,94.146,58.2299,730.412,1249.87,617.969,2771.28,2259.42,321.605,1020.65,750.479,667.63,2456.2,302.355,280.889,368.868
AGPAT5,ENSG00000106399,459.518,496.459,1105.04,232.189,1234.3,292.547,1550.19,516.058,576.351,959.338,529.07,120.304,367.601,667.613,1214.8,556.786,127.351
KIAA1191,ENSG00000108829,167.564,252.1,445.477,1403.54,523.149,738.48,353.007,1493.09,689.643,273.466,343.068,737.111,674.187,664.424,491.682,486.148,2446.76
BAG1,ENSG00000177646,1091.47,1045.16,371.397,428.589,975.265,408.415,146.913,412.471,1198.23,1057.49,279.933,238.737,1572.79,418.497,926.952,204.083,512.871
RAB32,ENSG00000108107,1995,1309.58,1205.1,3503.86,1138.8,531.981,363.062,794.376,900.261,1257.16,1158.58,254.663,361.085,1565.11,398.449,480.7,1422.55
RPA3,ENSG00000122068,850.934,652.025,1622.64,1010.24,238.058,444.138,817.246,1938.66,1226.84,1051.48,875.784,443.083,531.73,1377,2560.54,1072.51,4326.83
LRRC59,ENSG00000119523,5678.58,4364.33,5610.66,4272.34,4122.81,2655.75,4286.54,3116.76,3740.08,4613.83,1623.64,1488.01,3363.19,6458.9,1777.9,2390.02,3463.33
WASH2P,ENSG00000101126,1084.32,1132,1465.41,784.507,474.695,531.226,799.33,1599.51,1373.94,665.651,835.888,194.676,1067.31,1047.5,1547.72,237.137,2171.42
ACAD9,ENSG00000009307,3013.85,3161.42,3485.73,3482.29,4091.41,1791.16,4007.18,4073.05,2237.04,2967.83,1307.04,2500.7,1718.83,3643.35,1822.93,2988.84,1473.87
RPL28,ENSG00000074582,3272.23,1567.76,7061.82,2024.49,3675.93,1048.54,2097.95,1249.91,1883.39,1011.12,2035.85,905.457,2073.97,1904.39,3917.72,1081.19,1200.6
FYTTD1,ENSG00000073921,998.847,395.122,1509.59,1751.67,4065.73,1641.74,1186.72,1653.1,1564.89,1407.61,1287.95,492.385,1683.79,1074.11,674.283,956.612,249.559
ALG2,ENSG00000100084,454.056,482.966,1189.67,978.987,352.491,500.205,1967.74,619.287,824.091,753.661,740.305,78.2316,1548.03,604.475,1327.26,516.861,235.405
ADNP,ENSG00000163257,5791.95,3662.93,4624.99,3416.59,6354.71,9877.67,9880.1,3445.03,2602.17,9876.63,1651.04,5917.9,3316.24,4460.96,4751.96,10155.3,5655.14
